Breakpoint 1 at 0x411854
Starting program: /challenge/integration-cimg-screenshot-win < exploit.cimg

Breakpoint 1, 0x0000000000411854 in handle_1337 ()
Dump of assembler code for function win:
   0x0000000000401576 <+0>:	endbr64
   0x000000000040ae4d <+39127>:	call   0x401180 <__errno_location@plt>
   0x000000000040ae52 <+39132>:	mov    edi,DWORD PTR [rax]
   0x000000000040ae54 <+39134>:	call   0x401280 <strerror@plt>
   0x000000000040ae59 <+39139>:	mov    edi,0x1
   0x000000000040ae5e <+39144>:	lea    rsi,[rip+0x7244]        # 0x4120a9
   0x000000000040ae65 <+39151>:	mov    rdx,rax
   0x000000000040ae68 <+39154>:	xor    eax,eax
   0x000000000040ae6a <+39156>:	call   0x401230 <__printf_chk@plt>
   0x000000000040ae6f <+39161>:	or     edi,0xffffffff
   0x000000000040ae72 <+39164>:	call   0x401260 <exit@plt>
   0x000000000040ae77 <+39169>:	movsxd rdx,eax
   0x000000000040ae7a <+39172>:	mov    rsi,rbp
   0x000000000040ae7d <+39175>:	mov    edi,0x1
   0x000000000040ae82 <+39180>:	call   0x4011a0 <write@plt>
   0x000000000040ae87 <+39185>:	lea    rdi,[rip+0x72c6]        # 0x412154
   0x000000000040ae8e <+39192>:	call   0x401190 <puts@plt>
   0x000000000040ae93 <+39197>:	lea    rdi,[rip+0x716a]        # 0x412004
   0x000000000040ae9a <+39204>:	xor    esi,esi
   0x000000000040ae9c <+39206>:	xor    eax,eax
   0x000000000040ae9e <+39208>:	call   0x401250 <open@plt>
   0x000000000040aea3 <+39213>:	mov    edi,eax
   0x000000000040aea5 <+39215>:	test   eax,eax
   0x000000000040aea7 <+39217>:	jns    0x40aedd <win+39271>
   0x000000000040aea9 <+39219>:	call   0x401180 <__errno_location@plt>
   0x000000000040aeae <+39224>:	mov    edi,DWORD PTR [rax]
   0x000000000040aeb0 <+39226>:	call   0x401280 <strerror@plt>
   0x000000000040aeb5 <+39231>:	lea    rsi,[rip+0x714e]        # 0x41200a
   0x000000000040aebc <+39238>:	mov    edi,0x1
   0x000000000040aec1 <+39243>:	mov    rdx,rax
   0x000000000040aec4 <+39246>:	xor    eax,eax
   0x000000000040aec6 <+39248>:	call   0x401230 <__printf_chk@plt>
   0x000000000040aecb <+39253>:	call   0x4011e0 <geteuid@plt>
   0x000000000040aed0 <+39258>:	test   eax,eax
   0x000000000040aed2 <+39260>:	je     0x4015d9 <win+99>
   0x000000000040aed8 <+39266>:	jmp    0x4015c1 <win+75>
   0x000000000040aedd <+39271>:	mov    edx,0x100
   0x000000000040aee2 <+39276>:	mov    rsi,rbp
   0x000000000040aee5 <+39279>:	call   0x401200 <read@plt>
   0x000000000040aeea <+39284>:	test   eax,eax
   0x000000000040aeec <+39286>:	jg     0x40af18 <win+39330>
   0x000000000040aeee <+39288>:	call   0x401180 <__errno_location@plt>
   0x000000000040aef3 <+39293>:	mov    edi,DWORD PTR [rax]
   0x000000000040aef5 <+39295>:	call   0x401280 <strerror@plt>
   0x000000000040aefa <+39300>:	mov    edi,0x1
   0x000000000040aeff <+39305>:	lea    rsi,[rip+0x71a3]        # 0x4120a9
   0x000000000040af06 <+39312>:	mov    rdx,rax
   0x000000000040af09 <+39315>:	xor    eax,eax
   0x000000000040af0b <+39317>:	call   0x401230 <__printf_chk@plt>
   0x000000000040af10 <+39322>:	or     edi,0xffffffff
   0x000000000040af13 <+39325>:	call   0x401260 <exit@plt>
   0x000000000040af18 <+39330>:	movsxd rdx,eax
   0x000000000040af1b <+39333>:	mov    rsi,rbp
   0x000000000040af1e <+39336>:	mov    edi,0x1
   0x000000000040af23 <+39341>:	call   0x4011a0 <write@plt>
   0x000000000040af28 <+39346>:	lea    rdi,[rip+0x7225]        # 0x412154
   0x000000000040af2f <+39353>:	call   0x401190 <puts@plt>
   0x000000000040af34 <+39358>:	lea    rdi,[rip+0x70c9]        # 0x412004
   0x000000000040af3b <+39365>:	xor    esi,esi
   0x000000000040af3d <+39367>:	xor    eax,eax
   0x000000000040af3f <+39369>:	call   0x401250 <open@plt>
   0x000000000040af44 <+39374>:	mov    edi,eax
   0x000000000040af46 <+39376>:	test   eax,eax
   0x000000000040af48 <+39378>:	jns    0x40af7e <win+39432>
   0x000000000040af4a <+39380>:	call   0x401180 <__errno_location@plt>
   0x000000000040af4f <+39385>:	mov    edi,DWORD PTR [rax]
   0x000000000040af51 <+39387>:	call   0x401280 <strerror@plt>
   0x000000000040af56 <+39392>:	lea    rsi,[rip+0x70ad]        # 0x41200a
   0x000000000040af5d <+39399>:	mov    edi,0x1
   0x000000000040af62 <+39404>:	mov    rdx,rax
   0x000000000040af65 <+39407>:	xor    eax,eax
   0x000000000040af67 <+39409>:	call   0x401230 <__printf_chk@plt>
   0x000000000040af6c <+39414>:	call   0x4011e0 <geteuid@plt>
   0x000000000040af71 <+39419>:	test   eax,eax
   0x000000000040af73 <+39421>:	je     0x4015d9 <win+99>
   0x000000000040af79 <+39427>:	jmp    0x4015c1 <win+75>
   0x000000000040af7e <+39432>:	mov    edx,0x100
   0x000000000040af83 <+39437>:	mov    rsi,rbp
   0x000000000040af86 <+39440>:	call   0x401200 <read@plt>
   0x000000000040af8b <+39445>:	test   eax,eax
   0x000000000040af8d <+39447>:	jg     0x40afb9 <win+39491>
   0x000000000040af8f <+39449>:	call   0x401180 <__errno_location@plt>
   0x000000000040af94 <+39454>:	mov    edi,DWORD PTR [rax]
   0x000000000040af96 <+39456>:	call   0x401280 <strerror@plt>
   0x000000000040af9b <+39461>:	mov    edi,0x1
   0x000000000040afa0 <+39466>:	lea    rsi,[rip+0x7102]        # 0x4120a9
   0x000000000040afa7 <+39473>:	mov    rdx,rax
   0x000000000040afaa <+39476>:	xor    eax,eax
   0x000000000040afac <+39478>:	call   0x401230 <__printf_chk@plt>
   0x000000000040afb1 <+39483>:	or     edi,0xffffffff
   0x000000000040afb4 <+39486>:	call   0x401260 <exit@plt>
   0x000000000040afb9 <+39491>:	movsxd rdx,eax
   0x000000000040afbc <+39494>:	mov    rsi,rbp
   0x000000000040afbf <+39497>:	mov    edi,0x1
   0x000000000040afc4 <+39502>:	call   0x4011a0 <write@plt>
   0x000000000040afc9 <+39507>:	lea    rdi,[rip+0x7184]        # 0x412154
   0x000000000040afd0 <+39514>:	call   0x401190 <puts@plt>
   0x000000000040afd5 <+39519>:	lea    rdi,[rip+0x7028]        # 0x412004
   0x000000000040afdc <+39526>:	xor    esi,esi
   0x000000000040afde <+39528>:	xor    eax,eax
   0x000000000040afe0 <+39530>:	call   0x401250 <open@plt>
   0x000000000040afe5 <+39535>:	mov    edi,eax
   0x000000000040afe7 <+39537>:	test   eax,eax
   0x000000000040afe9 <+39539>:	jns    0x40b01f <win+39593>
   0x000000000040afeb <+39541>:	call   0x401180 <__errno_location@plt>
   0x000000000040aff0 <+39546>:	mov    edi,DWORD PTR [rax]
   0x000000000040aff2 <+39548>:	call   0x401280 <strerror@plt>
   0x000000000040aff7 <+39553>:	lea    rsi,[rip+0x700c]        # 0x41200a
   0x000000000040affe <+39560>:	mov    edi,0x1
   0x000000000040b003 <+39565>:	mov    rdx,rax
   0x000000000040b006 <+39568>:	xor    eax,eax
   0x000000000040b008 <+39570>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b00d <+39575>:	call   0x4011e0 <geteuid@plt>
   0x000000000040b012 <+39580>:	test   eax,eax
   0x000000000040b014 <+39582>:	je     0x4015d9 <win+99>
   0x000000000040b01a <+39588>:	jmp    0x4015c1 <win+75>
   0x000000000040b01f <+39593>:	mov    edx,0x100
   0x000000000040b024 <+39598>:	mov    rsi,rbp
   0x000000000040b027 <+39601>:	call   0x401200 <read@plt>
   0x000000000040b02c <+39606>:	test   eax,eax
   0x000000000040b02e <+39608>:	jg     0x40b05a <win+39652>
   0x000000000040b030 <+39610>:	call   0x401180 <__errno_location@plt>
   0x000000000040b035 <+39615>:	mov    edi,DWORD PTR [rax]
   0x000000000040b037 <+39617>:	call   0x401280 <strerror@plt>
   0x000000000040b03c <+39622>:	mov    edi,0x1
   0x000000000040b041 <+39627>:	lea    rsi,[rip+0x7061]        # 0x4120a9
   0x000000000040b048 <+39634>:	mov    rdx,rax
   0x000000000040b04b <+39637>:	xor    eax,eax
   0x000000000040b04d <+39639>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b052 <+39644>:	or     edi,0xffffffff
   0x000000000040b055 <+39647>:	call   0x401260 <exit@plt>
   0x000000000040b05a <+39652>:	movsxd rdx,eax
   0x000000000040b05d <+39655>:	mov    rsi,rbp
   0x000000000040b060 <+39658>:	mov    edi,0x1
   0x000000000040b065 <+39663>:	call   0x4011a0 <write@plt>
   0x000000000040b06a <+39668>:	lea    rdi,[rip+0x70e3]        # 0x412154
   0x000000000040b071 <+39675>:	call   0x401190 <puts@plt>
   0x000000000040b076 <+39680>:	lea    rdi,[rip+0x6f87]        # 0x412004
   0x000000000040b07d <+39687>:	xor    esi,esi
   0x000000000040b07f <+39689>:	xor    eax,eax
   0x000000000040b081 <+39691>:	call   0x401250 <open@plt>
   0x000000000040b086 <+39696>:	mov    edi,eax
   0x000000000040b088 <+39698>:	test   eax,eax
   0x000000000040b08a <+39700>:	jns    0x40b0c0 <win+39754>
   0x000000000040b08c <+39702>:	call   0x401180 <__errno_location@plt>
   0x000000000040b091 <+39707>:	mov    edi,DWORD PTR [rax]
   0x000000000040b093 <+39709>:	call   0x401280 <strerror@plt>
   0x000000000040b098 <+39714>:	lea    rsi,[rip+0x6f6b]        # 0x41200a
   0x000000000040b09f <+39721>:	mov    edi,0x1
   0x000000000040b0a4 <+39726>:	mov    rdx,rax
   0x000000000040b0a7 <+39729>:	xor    eax,eax
   0x000000000040b0a9 <+39731>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b0ae <+39736>:	call   0x4011e0 <geteuid@plt>
   0x000000000040b0b3 <+39741>:	test   eax,eax
   0x000000000040b0b5 <+39743>:	je     0x4015d9 <win+99>
   0x000000000040b0bb <+39749>:	jmp    0x4015c1 <win+75>
   0x000000000040b0c0 <+39754>:	mov    edx,0x100
   0x000000000040b0c5 <+39759>:	mov    rsi,rbp
   0x000000000040b0c8 <+39762>:	call   0x401200 <read@plt>
   0x000000000040b0cd <+39767>:	test   eax,eax
   0x000000000040b0cf <+39769>:	jg     0x40b0fb <win+39813>
   0x000000000040b0d1 <+39771>:	call   0x401180 <__errno_location@plt>
   0x000000000040b0d6 <+39776>:	mov    edi,DWORD PTR [rax]
   0x000000000040b0d8 <+39778>:	call   0x401280 <strerror@plt>
   0x000000000040b0dd <+39783>:	mov    edi,0x1
   0x000000000040b0e2 <+39788>:	lea    rsi,[rip+0x6fc0]        # 0x4120a9
   0x000000000040b0e9 <+39795>:	mov    rdx,rax
   0x000000000040b0ec <+39798>:	xor    eax,eax
   0x000000000040b0ee <+39800>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b0f3 <+39805>:	or     edi,0xffffffff
   0x000000000040b0f6 <+39808>:	call   0x401260 <exit@plt>
   0x000000000040b0fb <+39813>:	movsxd rdx,eax
   0x000000000040b0fe <+39816>:	mov    rsi,rbp
   0x000000000040b101 <+39819>:	mov    edi,0x1
   0x000000000040b106 <+39824>:	call   0x4011a0 <write@plt>
   0x000000000040b10b <+39829>:	lea    rdi,[rip+0x7042]        # 0x412154
   0x000000000040b112 <+39836>:	call   0x401190 <puts@plt>
   0x000000000040b117 <+39841>:	lea    rdi,[rip+0x6ee6]        # 0x412004
   0x000000000040b11e <+39848>:	xor    esi,esi
   0x000000000040b120 <+39850>:	xor    eax,eax
   0x000000000040b122 <+39852>:	call   0x401250 <open@plt>
   0x000000000040b127 <+39857>:	mov    edi,eax
   0x000000000040b129 <+39859>:	test   eax,eax
   0x000000000040b12b <+39861>:	jns    0x40b161 <win+39915>
   0x000000000040b12d <+39863>:	call   0x401180 <__errno_location@plt>
   0x000000000040b132 <+39868>:	mov    edi,DWORD PTR [rax]
   0x000000000040b134 <+39870>:	call   0x401280 <strerror@plt>
   0x000000000040b139 <+39875>:	lea    rsi,[rip+0x6eca]        # 0x41200a
   0x000000000040b140 <+39882>:	mov    edi,0x1
   0x000000000040b145 <+39887>:	mov    rdx,rax
   0x000000000040b148 <+39890>:	xor    eax,eax
   0x000000000040b14a <+39892>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b14f <+39897>:	call   0x4011e0 <geteuid@plt>
   0x000000000040b154 <+39902>:	test   eax,eax
   0x000000000040b156 <+39904>:	je     0x4015d9 <win+99>
   0x000000000040b15c <+39910>:	jmp    0x4015c1 <win+75>
   0x000000000040b161 <+39915>:	mov    edx,0x100
   0x000000000040b166 <+39920>:	mov    rsi,rbp
   0x000000000040b169 <+39923>:	call   0x401200 <read@plt>
   0x000000000040b16e <+39928>:	test   eax,eax
   0x000000000040b170 <+39930>:	jg     0x40b19c <win+39974>
   0x000000000040b172 <+39932>:	call   0x401180 <__errno_location@plt>
   0x000000000040b177 <+39937>:	mov    edi,DWORD PTR [rax]
   0x000000000040b179 <+39939>:	call   0x401280 <strerror@plt>
   0x000000000040b17e <+39944>:	mov    edi,0x1
   0x000000000040b183 <+39949>:	lea    rsi,[rip+0x6f1f]        # 0x4120a9
   0x000000000040b18a <+39956>:	mov    rdx,rax
   0x000000000040b18d <+39959>:	xor    eax,eax
   0x000000000040b18f <+39961>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b194 <+39966>:	or     edi,0xffffffff
   0x000000000040b197 <+39969>:	call   0x401260 <exit@plt>
   0x000000000040b19c <+39974>:	movsxd rdx,eax
   0x000000000040b19f <+39977>:	mov    rsi,rbp
   0x000000000040b1a2 <+39980>:	mov    edi,0x1
   0x000000000040b1a7 <+39985>:	call   0x4011a0 <write@plt>
   0x000000000040b1ac <+39990>:	lea    rdi,[rip+0x6fa1]        # 0x412154
   0x000000000040b1b3 <+39997>:	call   0x401190 <puts@plt>
   0x000000000040b1b8 <+40002>:	lea    rdi,[rip+0x6e45]        # 0x412004
   0x000000000040b1bf <+40009>:	xor    esi,esi
   0x000000000040b1c1 <+40011>:	xor    eax,eax
   0x000000000040b1c3 <+40013>:	call   0x401250 <open@plt>
   0x000000000040b1c8 <+40018>:	mov    edi,eax
   0x000000000040b1ca <+40020>:	test   eax,eax
   0x000000000040b1cc <+40022>:	jns    0x40b202 <win+40076>
   0x000000000040b1ce <+40024>:	call   0x401180 <__errno_location@plt>
   0x000000000040b1d3 <+40029>:	mov    edi,DWORD PTR [rax]
   0x000000000040b1d5 <+40031>:	call   0x401280 <strerror@plt>
   0x000000000040b1da <+40036>:	lea    rsi,[rip+0x6e29]        # 0x41200a
   0x000000000040b1e1 <+40043>:	mov    edi,0x1
   0x000000000040b1e6 <+40048>:	mov    rdx,rax
   0x000000000040b1e9 <+40051>:	xor    eax,eax
   0x000000000040b1eb <+40053>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b1f0 <+40058>:	call   0x4011e0 <geteuid@plt>
   0x000000000040b1f5 <+40063>:	test   eax,eax
   0x000000000040b1f7 <+40065>:	je     0x4015d9 <win+99>
   0x000000000040b1fd <+40071>:	jmp    0x4015c1 <win+75>
   0x000000000040b202 <+40076>:	mov    edx,0x100
   0x000000000040b207 <+40081>:	mov    rsi,rbp
   0x000000000040b20a <+40084>:	call   0x401200 <read@plt>
   0x000000000040b20f <+40089>:	test   eax,eax
   0x000000000040b211 <+40091>:	jg     0x40b23d <win+40135>
   0x000000000040b213 <+40093>:	call   0x401180 <__errno_location@plt>
   0x000000000040b218 <+40098>:	mov    edi,DWORD PTR [rax]
   0x000000000040b21a <+40100>:	call   0x401280 <strerror@plt>
   0x000000000040b21f <+40105>:	mov    edi,0x1
   0x000000000040b224 <+40110>:	lea    rsi,[rip+0x6e7e]        # 0x4120a9
   0x000000000040b22b <+40117>:	mov    rdx,rax
   0x000000000040b22e <+40120>:	xor    eax,eax
   0x000000000040b230 <+40122>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b235 <+40127>:	or     edi,0xffffffff
   0x000000000040b238 <+40130>:	call   0x401260 <exit@plt>
   0x000000000040b23d <+40135>:	movsxd rdx,eax
   0x000000000040b240 <+40138>:	mov    rsi,rbp
   0x000000000040b243 <+40141>:	mov    edi,0x1
   0x000000000040b248 <+40146>:	call   0x4011a0 <write@plt>
   0x000000000040b24d <+40151>:	lea    rdi,[rip+0x6f00]        # 0x412154
   0x000000000040b254 <+40158>:	call   0x401190 <puts@plt>
   0x000000000040b259 <+40163>:	lea    rdi,[rip+0x6da4]        # 0x412004
   0x000000000040b260 <+40170>:	xor    esi,esi
   0x000000000040b262 <+40172>:	xor    eax,eax
   0x000000000040b264 <+40174>:	call   0x401250 <open@plt>
   0x000000000040b269 <+40179>:	mov    edi,eax
   0x000000000040b26b <+40181>:	test   eax,eax
   0x000000000040b26d <+40183>:	jns    0x40b2a3 <win+40237>
   0x000000000040b26f <+40185>:	call   0x401180 <__errno_location@plt>
   0x000000000040b274 <+40190>:	mov    edi,DWORD PTR [rax]
   0x000000000040b276 <+40192>:	call   0x401280 <strerror@plt>
   0x000000000040b27b <+40197>:	lea    rsi,[rip+0x6d88]        # 0x41200a
   0x000000000040b282 <+40204>:	mov    edi,0x1
   0x000000000040b287 <+40209>:	mov    rdx,rax
   0x000000000040b28a <+40212>:	xor    eax,eax
   0x000000000040b28c <+40214>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b291 <+40219>:	call   0x4011e0 <geteuid@plt>
   0x000000000040b296 <+40224>:	test   eax,eax
   0x000000000040b298 <+40226>:	je     0x4015d9 <win+99>
   0x000000000040b29e <+40232>:	jmp    0x4015c1 <win+75>
   0x000000000040b2a3 <+40237>:	mov    edx,0x100
   0x000000000040b2a8 <+40242>:	mov    rsi,rbp
   0x000000000040b2ab <+40245>:	call   0x401200 <read@plt>
   0x000000000040b2b0 <+40250>:	test   eax,eax
   0x000000000040b2b2 <+40252>:	jg     0x40b2de <win+40296>
   0x000000000040b2b4 <+40254>:	call   0x401180 <__errno_location@plt>
   0x000000000040b2b9 <+40259>:	mov    edi,DWORD PTR [rax]
   0x000000000040b2bb <+40261>:	call   0x401280 <strerror@plt>
   0x000000000040b2c0 <+40266>:	mov    edi,0x1
   0x000000000040b2c5 <+40271>:	lea    rsi,[rip+0x6ddd]        # 0x4120a9
   0x000000000040b2cc <+40278>:	mov    rdx,rax
   0x000000000040b2cf <+40281>:	xor    eax,eax
   0x000000000040b2d1 <+40283>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b2d6 <+40288>:	or     edi,0xffffffff
   0x000000000040b2d9 <+40291>:	call   0x401260 <exit@plt>
   0x000000000040b2de <+40296>:	movsxd rdx,eax
   0x000000000040b2e1 <+40299>:	mov    rsi,rbp
   0x000000000040b2e4 <+40302>:	mov    edi,0x1
   0x000000000040b2e9 <+40307>:	call   0x4011a0 <write@plt>
   0x000000000040b2ee <+40312>:	lea    rdi,[rip+0x6e5f]        # 0x412154
   0x000000000040b2f5 <+40319>:	call   0x401190 <puts@plt>
   0x000000000040b2fa <+40324>:	lea    rdi,[rip+0x6d03]        # 0x412004
   0x000000000040b301 <+40331>:	xor    esi,esi
   0x000000000040b303 <+40333>:	xor    eax,eax
   0x000000000040b305 <+40335>:	call   0x401250 <open@plt>
   0x000000000040b30a <+40340>:	mov    edi,eax
   0x000000000040b30c <+40342>:	test   eax,eax
   0x000000000040b30e <+40344>:	jns    0x40b344 <win+40398>
   0x000000000040b310 <+40346>:	call   0x401180 <__errno_location@plt>
   0x000000000040b315 <+40351>:	mov    edi,DWORD PTR [rax]
   0x000000000040b317 <+40353>:	call   0x401280 <strerror@plt>
   0x000000000040b31c <+40358>:	lea    rsi,[rip+0x6ce7]        # 0x41200a
   0x000000000040b323 <+40365>:	mov    edi,0x1
   0x000000000040b328 <+40370>:	mov    rdx,rax
   0x000000000040b32b <+40373>:	xor    eax,eax
   0x000000000040b32d <+40375>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b332 <+40380>:	call   0x4011e0 <geteuid@plt>
   0x000000000040b337 <+40385>:	test   eax,eax
   0x000000000040b339 <+40387>:	je     0x4015d9 <win+99>
   0x000000000040b33f <+40393>:	jmp    0x4015c1 <win+75>
   0x000000000040b344 <+40398>:	mov    edx,0x100
   0x000000000040b349 <+40403>:	mov    rsi,rbp
   0x000000000040b34c <+40406>:	call   0x401200 <read@plt>
   0x000000000040b351 <+40411>:	test   eax,eax
   0x000000000040b353 <+40413>:	jg     0x40b37f <win+40457>
   0x000000000040b355 <+40415>:	call   0x401180 <__errno_location@plt>
   0x000000000040b35a <+40420>:	mov    edi,DWORD PTR [rax]
   0x000000000040b35c <+40422>:	call   0x401280 <strerror@plt>
   0x000000000040b361 <+40427>:	mov    edi,0x1
   0x000000000040b366 <+40432>:	lea    rsi,[rip+0x6d3c]        # 0x4120a9
   0x000000000040b36d <+40439>:	mov    rdx,rax
   0x000000000040b370 <+40442>:	xor    eax,eax
   0x000000000040b372 <+40444>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b377 <+40449>:	or     edi,0xffffffff
   0x000000000040b37a <+40452>:	call   0x401260 <exit@plt>
   0x000000000040b37f <+40457>:	movsxd rdx,eax
   0x000000000040b382 <+40460>:	mov    rsi,rbp
   0x000000000040b385 <+40463>:	mov    edi,0x1
   0x000000000040b38a <+40468>:	call   0x4011a0 <write@plt>
   0x000000000040b38f <+40473>:	lea    rdi,[rip+0x6dbe]        # 0x412154
   0x000000000040b396 <+40480>:	call   0x401190 <puts@plt>
   0x000000000040b39b <+40485>:	lea    rdi,[rip+0x6c62]        # 0x412004
   0x000000000040b3a2 <+40492>:	xor    esi,esi
   0x000000000040b3a4 <+40494>:	xor    eax,eax
   0x000000000040b3a6 <+40496>:	call   0x401250 <open@plt>
   0x000000000040b3ab <+40501>:	mov    edi,eax
   0x000000000040b3ad <+40503>:	test   eax,eax
   0x000000000040b3af <+40505>:	jns    0x40b3e5 <win+40559>
   0x000000000040b3b1 <+40507>:	call   0x401180 <__errno_location@plt>
   0x000000000040b3b6 <+40512>:	mov    edi,DWORD PTR [rax]
   0x000000000040b3b8 <+40514>:	call   0x401280 <strerror@plt>
   0x000000000040b3bd <+40519>:	lea    rsi,[rip+0x6c46]        # 0x41200a
   0x000000000040b3c4 <+40526>:	mov    edi,0x1
   0x000000000040b3c9 <+40531>:	mov    rdx,rax
   0x000000000040b3cc <+40534>:	xor    eax,eax
   0x000000000040b3ce <+40536>:	call   0x401230 <__printf_chk@plt>
   0x000000000040b3d3 <+40541>:	call   0x4011e0 <geteuid@plt>
   0x000000000040b3d8 <+40546>:	test   eax,eax
   0x000000000040b3da <+40548>:	je     0x4015d9 <win+99>
   0x000000000040b3e0 <+40554>:	jmp    0x4015c1 <win+75>
   0x000000000040b3e5 <+40559>:	mov    edx,0x100
   0x000000000040b3ea <+40564>:	mov    rsi,rbp
   0x000000000040b3ed <+40567>:	call   0x401200 <read@plt>
   0x000000000040b3f2 <+40572>:	test   eax,eax
   0x000000000040b3f4 <+40574>:	jg     0x40b420 <win+40618>
   0x000000000040b3f6 <+40576>:	call   0x401180 <__errno_location@plt>
   0x000000000040b3fb <+40581>:	mov    edi,DWORD PTR [rax]
   0x000000000040b3fd <+40583>:	call   0x401280 <strerror@plt>
   0x000000000040b402 <+40588>:	mov    edi,0x1
